,posX_passer,posY_passer,received_PosX,received_PosY,isForward,isSucceeded,receiverId,Player_id,Team,matchDuration,Time block,Zone,Area Football Pitch,Angle Passe,Pass type,Pass length,Playing direction_first half,Playing direction_second half,Pressure level,Distance to first opponent,Outpassed opponents,total_passes,pass_day,pass_hour,pass_minute,pass_second,start_day,start_hour,start_minute,time_process_hour,time_process_minute,time_process_second
124,50,32,31,20,1,0,,95601,0,66.22186666666667,4,2,8,0.563316261491968,0,1.1113934294624543,0,0,0,0.35482229771341106,1,58,5,12,15,24,5,11,36,0,39,11
125,53,8,59,3,0,1,95595.0,95601,0,66.22186666666667,4,2,7,2.44685437739309,2,-0.3574957320533234,0,0,1,-0.5954367721535957,0,58,5,12,15,48,5,11,36,0,39,35
126,49,19,57,32,0,1,95579.0,95601,0,66.22186666666667,4,2,10,2.122451309323443,1,0.6119957936995944,0,0,0,0.3857258721466417,0,58,5,12,15,53,5,11,36,0,39,40
127,85,36,79,40,1,1,95582.0,95601,0,66.22186666666667,4,1,2,0.5880026035475674,0,-0.45703255293911804,0,0,0,0.5350828150863194,0,58,5,12,17,7,5,11,36,0,40,54
128,67,33,75,37,0,1,95579.0,95601,0,66.22186666666667,4,1,5,2.677945044588987,2,-0.11188964024158529,0,0,0,0.29922973245718376,0,58,5,12,19,5,5,11,36,0,42,52
129,31,44,29,41,1,1,95602.0,95601,0,66.22186666666667,4,0,15,0.9827937232473292,1,-1.4461035929181751,0,0,0,0.5120605851503508,0,58,5,12,19,46,5,11,36,0,43,33
130,32,38,34,34,0,1,95988.0,95601,0,66.22186666666667,4,0,14,2.034443935795703,1,-1.084195157559207,0,0,1,0.10179559909470504,0,58,5,12,19,47,5,11,36,0,43,34
131,19,26,17,27,1,0,,95601,0,66.22186666666667,4,0,14,0.4636476090008061,0,-2.00423357987982,0,0,2,-1.2180019723677067,0,58,5,12,19,57,5,11,36,0,43,44
132,59,33,71,29,0,1,95595.0,95601,0,66.22186666666667,5,2,8,2.819842099193151,2,0.3615106865148254,0,0,1,-0.5264168675711283,0,58,5,12,22,26,5,11,36,0,46,13
133,34,46,33,51,0,1,95587.0,95601,0,66.22186666666667,5,2,12,1.373400766945016,1,-0.920412273297687,0,0,2,-1.0041313313244866,0,58,5,12,22,52,5,11,36,0,46,39
134,36,47,34,48,1,0,,95601,0,66.22186666666667,5,2,12,0.4636476090008061,0,-2.00423357987982,0,0,2,-1.4605311820132303,0,58,5,12,22,58,5,11,36,0,46,45
135,94,35,97,44,0,1,95579.0,95601,0,66.22186666666667,5,1,2,1.892546881191539,1,0.0,0,0,0,0.8551379735259483,0,58,5,12,23,27,5,11,36,0,47,14
136,43,15,31,17,1,1,95602.0,95601,0,66.22186666666667,5,2,10,0.1651486774146269,0,0.3255765657843933,0,0,1,0.0037637150038949798,0,58,5,12,24,15,5,11,36,0,48,2
137,56,32,61,44,0,1,95579.0,95601,0,66.22186666666667,5,2,8,1.965587446494658,1,0.39384741763566583,0,0,1,0.09864338539437408,1,58,5,12,30,7,5,11,36,0,53,54
138,86,29,92,29,0,1,95595.0,95601,0,66.22186666666667,6,1,2,3.141592653589793,2,-0.7397372194138898,0,0,1,-0.5177902745223674,0,58,5,12,32,25,5,11,36,0,56,12
139,76,16,86,29,0,1,95579.0,95601,0,66.22186666666667,6,1,4,2.226491953036433,1,0.7039217888285135,0,0,2,-1.1497417570435924,0,58,5,12,33,30,5,11,36,0,57,17
140,55,33,29,49,1,0,,95601,0,66.22186666666667,6,2,8,0.5516549825285466,0,1.6506492751741255,0,0,1,-0.7331557124651853,0,58,5,12,34,35,5,11,36,0,58,22
141,37,37,45,43,0,1,95579.0,95601,0,66.22186666666667,6,2,11,2.498091544796509,2,0.04894771798160344,0,0,1,-0.4170023666077756,0,58,5,12,34,52,5,11,36,0,58,39
142,41,37,39,12,0,1,95585.0,95601,0,66.22186666666667,6,2,11,1.490966341082659,1,1.287443944445743,0,0,0,0.44670276121609637,0,58,5,12,34,58,5,11,36,0,58,45
143,39,8,38,4,0,1,95585.0,95601,0,66.22186666666667,6,2,10,1.325817663668032,1,-1.2502418557878947,0,0,1,-0.48365796677876627,1,58,5,12,36,42,5,11,36,1,0,29
144,63,30,45,8,0,1,95597.0,95601,0,66.22186666666667,6,2,8,0.8850668158886101,1,1.5046244356316847,0,0,0,0.6089726877092599,1,58,5,12,41,39,5,11,36,1,5,26
145,17,5,27,2,1,1,95593.0,95600,0,66.22186666666667,1,1,6,0.2914567944778671,0,0.12705243342112585,1,1,1,-0.11946760342846592,0,29,5,11,36,58,5,11,36,0,0,45
146,22,9,32,11,1,0,,95600,0,66.22186666666667,1,1,6,0.1973955598498807,0,0.0879329975415462,1,1,0,1.3238900636035928,0,29,5,11,38,27,5,11,36,0,2,14
147,14,48,14,50,0,1,95588.0,95600,0,66.22186666666667,1,1,1,1.570796326794897,1,-2.2899878321264264,1,1,2,-1.8927454800744816,1,29,5,11,39,23,5,11,36,0,3,10
148,38,28,41,17,0,1,95592.0,95600,0,66.22186666666667,1,2,8,1.304544277643971,1,0.236798889881903,1,1,0,1.0337438471395894,0,29,5,11,41,8,5,11,36,0,4,55
149,61,25,69,32,1,1,95581.0,95600,0,66.22186666666667,1,2,11,0.7188299996216245,0,0.13844353805389234,1,1,1,-0.5554621702769821,1,29,5,11,42,10,5,11,36,0,5,57
150,1,20,13,4,0,1,95592.0,95600,0,66.22186666666667,1,1,3,0.9272952180016122,1,0.963422906816882,1,1,0,1.0173943625819841,0,29,5,11,42,46,5,11,36,0,6,33
151,40,19,49,14,1,1,95586.0,95600,0,66.22186666666667,1,2,9,0.507098504392337,0,0.10684125890701346,1,1,0,0.7023154143045922,0,29,5,11,45,23,5,11,36,0,9,10
152,37,26,65,15,1,0,,95600,0,66.22186666666667,1,2,8,0.3743336160075839,0,1.6091875803530375,1,1,0,0.9186441696343829,1,29,5,11,46,30,5,11,36,0,10,17
153,12,26,22,20,1,1,95586.0,95600,0,66.22186666666667,2,1,2,0.5404195002705842,0,0.25490199055947255,1,1,1,-0.5525368703489748,0,29,5,11,48,14,5,11,36,0,12,1
154,3,30,15,9,0,1,95592.0,95600,0,66.22186666666667,2,1,2,1.051650212548374,1,1.2335978916718884,1,1,0,1.4619129837791207,0,29,5,11,50,34,5,11,36,0,14,21
155,11,28,17,28,1,1,95586.0,95600,0,66.22186666666667,2,1,2,0.0,0,-0.7397372194138898,1,1,0,0.348094627725085,0,29,5,11,52,24,5,11,36,0,16,11
156,24,3,31,1,1,1,95593.0,95600,0,66.22186666666667,2,1,6,0.2782996590051113,0,-0.4197409936702005,1,1,1,-0.08919249600723042,0,29,5,11,54,29,5,11,36,0,18,16
157,27,0,27,10,0,1,95580.0,95600,0,66.22186666666667,2,1,6,1.570796326794897,1,0.04894771798160344,1,1,0,0.45842567858476485,1,29,5,11,54,37,5,11,36,0,18,24
158,30,11,36,17,1,0,,95600,0,66.22186666666667,2,1,6,0.7853981633974483,0,-0.18547963396527678,1,1,1,-0.439001208503827,0,29,5,11,55,2,5,11,36,0,18,49
159,39,8,46,6,1,1,95586.0,95600,0,66.22186666666667,2,2,9,0.2782996590051113,0,-0.4197409936702005,1,1,1,0.06214112097923682,0,29,5,11,55,9,5,11,36,0,18,56
160,28,5,35,9,1,0,,95600,0,66.22186666666667,3,1,6,0.5191461142465229,0,-0.2639845916795205,1,1,2,-1.3340661379646257,0,29,5,12,1,29,5,11,36,0,25,16
161,68,3,75,1,1,1,95593.0,95600,0,66.22186666666667,3,0,15,0.2782996590051113,0,-0.4197409936702005,1,1,2,-0.9574536341270142,0,29,5,12,2,27,5,11,36,0,26,14
162,45,6,49,12,0,1,95586.0,95600,0,66.22186666666667,3,2,9,0.982793723247329,1,-0.45703255293911804,1,1,0,1.3993444823602852,0,29,5,12,3,47,5,11,36,0,27,34
163,52,12,49,13,0,0,,95600,0,66.22186666666667,3,2,12,2.819842099193151,2,-1.5712864975769105,1,1,2,-2.6517319847473866,0,29,5,12,3,51,5,11,36,0,27,38
164,37,4,40,11,0,1,95586.0,95600,0,66.22186666666667,4,2,9,1.165904540509813,1,-0.3870776830245226,1,1,0,0.4998434311705622,1,29,5,12,12,9,5,11,36,0,35,56
165,47,7,53,10,1,1,95586.0,95600,0,66.22186666666667,4,2,9,0.4636476090008061,0,-0.5939395388892443,1,1,0,0.7647096737863875,0,29,5,12,12,41,5,11,36,0,36,28
166,37,10,42,3,0,1,95592.0,95600,0,66.22186666666667,4,2,9,0.9505468408120752,1,-0.12831727088805708,1,1,0,1.2292196851589772,0,29,5,12,13,39,5,11,36,0,37,26
167,41,2,45,-1,1,0,,95600,0,66.22186666666667,4,2,9,0.6435011087932844,0,-1.0041313313244866,1,1,0,1.208162719913432,0,29,5,12,15,40,5,11,36,0,39,27
168,66,0,72,6,1,0,,95600,0,66.22186666666667,5,2,12,0.7853981633974483,0,-0.18547963396527678,1,1,1,0.22391579796511588,1,29,5,12,26,58,5,11,36,0,50,45
169,47,4,47,4,0,0,,95600,0,66.22186666666667,5,2,9,0.0,0,-5.199337582605575,1,1,2,-1.1117020775386441,0,29,5,12,27,19,5,11,36,0,51,6
170,41,20,59,4,1,1,95592.0,95600,0,66.22186666666667,5,2,9,0.7266423406817256,0,1.2233769924564788,1,1,2,-1.3501216120795707,1,29,5,12,28,23,5,11,36,0,52,10
171,18,12,25,18,1,0,,95600,0,66.22186666666667,6,1,6,0.7086262721276703,0,-0.043924024540264145,1,1,2,-0.9000040073233059,0,29,5,12,36,13,5,11,36,1,0,0
172,2,20,2,17,0,0,,95600,0,66.22186666666667,6,1,3,1.570796326794897,1,-1.7055704338395008,1,1,1,0.18292756400592164,0,29,5,12,38,59,5,11,36,1,2,46
173,30,0,39,2,1,1,95592.0,95600,0,66.22186666666667,6,1,6,0.218668945873942,0,-0.043924024540264145,1,1,0,0.260089425172547,0,29,5,12,39,39,5,11,36,1,3,26
174,43,63,37,56,0,1,95587.0,95583,0,66.22186666666667,1,2,12,0.8621700546672262,1,-0.043924024540264145,0,0,1,-0.02283513483270344,0,34,5,11,37,35,5,11,36,0,1,22
175,25,55,18,58,1,1,95587.0,95583,0,66.22186666666667,1,0,15,0.4048917862850834,0,-0.3870776830245226,0,0,2,-1.2475054798420082,2,34,5,11,39,18,5,11,36,0,3,5
176,9,63,16,63,0,1,95587.0,95583,0,66.22186666666667,1,0,18,3.141592653589793,2,-0.5583922312531167,0,0,1,0.14224449534329844,0,34,5,11,40,15,5,11,36,0,4,2
177,18,39,14,38,1,0,,95583,0,66.22186666666667,2,0,14,0.2449786631268642,0,-1.2502418557878947,0,0,0,0.24067139635615026,0,34,5,11,47,14,5,11,36,0,11,1
178,20,61,20,64,0,0,,95583,0,66.22186666666667,2,0,15,1.570796326794897,1,-1.7055704338395008,0,0,0,1.6084551853635933,0,34,5,11,48,32,5,11,36,0,12,19
179,68,61,67,65,0,0,,95583,0,66.22186666666667,2,1,6,1.325817663668032,1,-1.2502418557878947,0,0,0,0.41970326505137545,0,34,5,11,49,11,5,11,36,0,12,58
180,25,59,26,53,0,0,,95583,0,66.22186666666667,2,0,15,1.735945004209523,1,-0.7135985159874969,0,0,2,-1.0640914200550036,1,34,5,11,49,40,5,11,36,0,13,27
181,23,60,29,41,0,1,95601.0,95583,0,66.22186666666667,2,0,15,1.876675198199749,1,0.9515182841460368,0,0,1,0.16246787005028895,1,34,5,11,49,54,5,11,36,0,13,41
182,24,64,22,58,0,0,,95583,0,66.22186666666667,2,0,15,1.249045772398254,1,-0.6815943390528618,0,0,0,0.3857258721466417,0,34,5,11,50,6,5,11,36,0,13,53
183,98,34,89,33,1,1,95582.0,95583,0,66.22186666666667,2,1,2,0.1106572211738954,0,-0.08289637816794465,0,0,0,0.9922599284509737,0,34,5,11,52,0,5,11,36,0,15,47
184,78,60,79,49,0,1,95582.0,95583,0,66.22186666666667,2,1,6,1.661456213995642,1,0.17655256044863027,0,0,1,0.11946760342846592,1,34,5,11,53,15,5,11,36,0,17,2
185,64,62,53,43,0,0,,95583,0,66.22186666666667,2,2,9,1.046000555144789,1,1.0759840703625172,0,0,0,0.9377977680303106,1,34,5,11,53,29,5,11,36,0,17,16
186,55,58,45,62,1,1,95597.0,95583,0,66.22186666666667,2,2,9,0.3805063771123649,0,0.1485840216958501,0,0,0,0.5866860813024735,0,34,5,11,53,58,5,11,36,0,17,45
187,87,39,84,53,0,1,95579.0,95583,0,66.22186666666667,2,1,2,1.35970299357215,1,0.5336357146904792,0,0,1,0.02509400752630838,0,34,5,11,55,26,5,11,36,0,19,13
188,64,59,58,65,1,0,,95583,0,66.22186666666667,2,2,9,0.7853981633974483,0,-0.18547963396527678,0,0,1,-0.28613493575491794,0,34,5,11,55,35,5,11,36,0,19,22
189,42,49,31,41,1,1,95602.0,95583,0,66.22186666666667,2,2,12,0.6287962864154326,0,0.4626104126272192,0,0,2,-1.7619480328408441,2,34,5,11,56,19,5,11,36,0,20,6
190,37,43,25,17,0,1,95594.0,95583,0,66.22186666666667,2,2,12,1.138388551224359,1,1.5215250573925467,0,0,1,0.17782697898639005,0,34,5,11,56,22,5,11,36,0,20,9
191,37,56,30,52,1,1,95602.0,95583,0,66.22186666666667,2,2,12,0.519146114246523,0,-0.2639845916795205,0,0,1,-0.8266977298383017,0,34,5,11,57,44,5,11,36,0,21,31
192,38,43,32,42,1,1,95582.0,95583,0,66.22186666666667,3,2,12,0.1651486774146269,0,-0.7135985159874969,0,0,1,-0.07912030015842841,0,34,5,12,2,2,5,11,36,0,25,49
193,71,55,76,39,0,1,95595.0,95583,0,66.22186666666667,4,1,6,1.873681195169868,1,0.7284255907811453,0,0,0,0.555462170276981,0,34,5,12,10,28,5,11,36,0,34,15
194,10,41,6,44,1,0,,95583,0,66.22186666666667,4,0,17,0.6435011087932843,0,-1.0041313313244866,0,0,1,-0.17527842859302045,0,34,5,12,14,5,5,11,36,0,37,52
195,42,63,42,58,0,0,,95583,0,66.22186666666667,4,2,12,1.570796326794897,1,-1.0041313313244866,0,0,0,0.39520352327432046,0,34,5,12,16,1,5,11,36,0,39,48
196,39,47,33,41,0,1,95587.0,95583,0,66.22186666666667,4,2,12,0.7853981633974483,0,-0.18547963396527678,0,0,0,0.7249732056113124,1,34,5,12,17,24,5,11,36,0,41,11
197,33,59,29,44,0,1,95594.0,95583,0,66.22186666666667,5,0,15,1.310193935047556,1,0.6192714999187487,0,0,1,0.008782093827594692,1,34,5,12,22,38,5,11,36,0,46,25
198,53,24,56,22,0,1,95595.0,95583,0,66.22186666666667,5,2,8,2.553590050042226,2,-1.4461035929181751,0,0,1,-0.4307272992954565,0,34,5,12,24,8,5,11,36,0,47,55
199,59,62,19,55,1,1,95587.0,95583,0,66.22186666666667,5,2,9,0.1732456664523649,0,2.3924412398022783,0,0,0,0.5672113899131169,0,34,5,12,25,44,5,11,36,0,49,31
200,39,56,20,43,1,1,95582.0,95583,0,66.22186666666667,5,2,12,0.6000502134017536,0,1.137677300665421,0,0,0,1.1441519369321607,1,34,5,12,30,14,5,11,36,0,54,1
201,38,59,34,57,1,1,95587.0,95583,0,66.22186666666667,6,2,12,0.4636476090008061,0,-1.084195157559207,0,0,2,-1.7444475421409686,1,34,5,12,34,41,5,11,36,0,58,28
202,9,4,9,3,0,1,95597.0,95583,0,66.22186666666667,6,0,16,1.570796326794897,1,-2.8067114638675608,0,0,0,0.8100957669639325,0,34,5,12,35,28,5,11,36,0,59,15
203,31,55,20,63,1,1,95594.0,95583,0,66.22186666666667,6,0,15,0.6287962864154326,0,0.4626104126272192,0,0,0,1.4941851984577315,0,34,5,12,35,46,5,11,36,0,59,33
204,32,52,25,45,0,0,,95583,0,66.22186666666667,6,0,15,0.7853981633974483,0,0.028859085604391908,0,0,1,-0.6784325172268452,2,34,5,12,38,40,5,11,36,1,2,27
205,41,23,15,31,1,1,95582.0,95583,0,66.22186666666667,6,2,11,0.2984989315861792,0,1.3978365289711037,0,0,0,0.5774313834780898,1,34,5,12,39,55,5,11,36,1,3,42
206,11,13,3,32,0,1,95579.0,95583,0,66.22186666666667,6,0,16,1.172273881128476,1,1.0145711230228847,0,0,0,0.5446128617408554,1,34,5,12,41,2,5,11,36,1,4,49
207,73,39,65,36,1,1,95601.0,95583,0,66.22186666666667,6,1,5,0.3587706702705722,0,-0.15746946013461435,0,0,1,-0.2743914878600369,1,34,5,12,41,35,5,11,36,1,5,22
208,13,21,4,33,0,1,95591.0,95987,0,66.22186666666667,2,1,3,2.214297435588181,1,0.5790394381393529,1,1,0,1.536162446085209,0,20,5,11,54,43,5,11,36,0,18,30
209,16,18,25,5,0,1,95600.0,95987,0,66.22186666666667,2,1,3,0.9652516631899266,1,0.6471768109382816,1,1,1,-0.0690561248072033,0,20,5,11,54,56,5,11,36,0,18,43
210,8,25,15,8,0,1,95600.0,95987,0,66.22186666666667,3,1,2,1.18018928309721,1,0.839121020439341,1,1,1,-0.05146002009662893,1,20,5,12,1,21,5,11,36,0,25,8
211,23,31,12,33,0,1,95591.0,95987,0,66.22186666666667,3,1,5,2.961739153797315,2,0.20465991857047622,1,1,1,0.0690561248072033,0,20,5,12,2,12,5,11,36,0,25,59
212,29,15,39,7,1,0,,95987,0,66.22186666666667,3,1,6,0.6747409422235526,0,0.3789773215364033,1,1,0,0.25663605629232,0,20,5,12,2,21,5,11,36,0,26,8
213,43,25,50,29,1,1,95588.0,95987,0,66.22186666666667,3,2,8,0.5191461142465229,0,-0.2639845916795205,1,1,2,-1.4250105407895464,0,20,5,12,5,30,5,11,36,0,29,17
214,96,37,88,35,0,1,95593.0,95987,0,66.22186666666667,3,0,17,2.896613990462929,2,-0.207222833412141,1,1,2,-2.119668230013644,0,20,5,12,6,13,5,11,36,0,30,0
215,34,19,66,15,1,0,,95987,0,66.22186666666667,4,2,9,0.1243549945467614,0,1.7797665657747554,1,1,1,0.18896168060781224,2,20,5,12,9,42,5,11,36,0,33,29
216,0,29,1,32,0,1,95591.0,95987,0,66.22186666666667,4,1,2,1.249045772398254,1,-1.5712864975769105,1,1,0,1.1744967975678562,0,20,5,12,10,58,5,11,36,0,34,45
217,1,24,19,35,1,1,95584.0,95987,0,66.22186666666667,4,1,2,0.5485494024505281,0,1.0379371869749336,1,1,0,1.1224555660015807,0,20,5,12,11,9,5,11,36,0,34,56
218,34,25,31,34,0,1,95588.0,95987,0,66.22186666666667,4,2,8,1.892546881191539,1,0.0,1,1,0,0.4252277308747451,0,20,5,12,11,56,5,11,36,0,35,43
219,25,19,37,4,0,1,95600.0,95987,0,66.22186666666667,4,1,6,0.8960553845713439,1,0.9142050404392759,1,1,0,0.9005990191701669,0,20,5,12,12,7,5,11,36,0,35,54
220,27,17,-1,19,0,0,,95987,0,66.22186666666667,4,1,6,3.070285188804503,2,1.461511238751731,1,1,2,-1.4855908097974586,0,20,5,12,15,27,5,11,36,0,39,14
221,15,7,28,11,1,1,95586.0,95987,0,66.22186666666667,4,1,3,0.2984989315861793,0,0.4626104126272192,1,1,0,0.8625437144150384,0,20,5,12,15,37,5,11,36,0,39,24
222,43,26,50,30,1,1,95584.0,95987,0,66.22186666666667,5,2,8,0.5191461142465229,0,-0.2639845916795205,1,1,0,1.390735567109094,0,20,5,12,22,15,5,11,36,0,46,2
223,42,39,50,35,1,0,,95987,0,66.22186666666667,5,2,8,0.4636476090008061,0,-0.11188964024158529,1,1,0,1.1495229026701288,0,20,5,12,29,56,5,11,36,0,53,43
224,38,50,42,53,1,0,,95987,0,66.22186666666667,6,2,7,0.6435011087932844,0,-1.0041313313244866,1,1,1,-0.5954367721535957,0,20,5,12,38,33,5,11,36,1,2,20
225,10,44,20,32,0,1,95586.0,95987,0,66.22186666666667,6,1,1,0.8760580505981934,1,0.6302538248871072,1,1,0,1.156025963033298,0,20,5,12,38,46,5,11,36,1,2,33
226,10,39,4,24,0,1,95600.0,95987,0,66.22186666666667,6,1,2,1.951302703907261,1,0.6863498948283557,1,1,1,-0.4417658421101638,0,20,5,12,38,56,5,11,36,1,2,43
227,2,23,2,30,0,1,95591.0,95987,0,66.22186666666667,6,1,2,1.570796326794897,1,-0.5583922312531167,1,1,0,1.0296317013850744,0,20,5,12,40,29,5,11,36,1,4,16
228,91,26,82,41,0,1,95579.0,95603,0,66.22186666666667,1,1,2,1.030376826524313,1,0.7731401540191062,0,0,0,0.39520352327432046,0,16,5,11,40,40,5,11,36,0,4,27
229,92,28,86,45,0,1,95579.0,95603,0,66.22186666666667,1,1,2,1.231503712340852,1,0.8056920745819013,0,0,0,0.9576348040073845,0,16,5,11,44,6,5,11,36,0,7,53
230,96,33,98,24,0,1,95595.0,95603,0,66.22186666666667,2,1,2,1.789465272668838,1,-0.043924024540264145,0,0,0,2.3311605302715406,0,16,5,11,53,6,5,11,36,0,16,53
231,98,24,97,39,0,1,95579.0,95603,0,66.22186666666667,2,1,2,1.504228163019073,1,0.5939395388892443,0,0,0,1.2366522415199035,0,16,5,11,55,23,5,11,36,0,19,10
232,98,32,98,23,0,1,95595.0,95603,0,66.22186666666667,4,1,2,1.570796326794897,1,-0.10053459398770496,0,0,0,2.668318385662382,0,16,5,12,10,13,5,11,36,0,34,0
233,98,33,93,32,1,1,95601.0,95603,0,66.22186666666667,4,1,2,0.1973955598498804,0,-0.920412273297687,0,0,0,2.2181733751820167,0,16,5,12,17,0,5,11,36,0,40,47
234,95,36,101,43,0,0,,95603,0,66.22186666666667,5,1,2,2.279422598922567,1,-0.043924024540264145,0,0,0,0.48930663465583607,0,16,5,12,21,21,5,11,36,0,45,8
235,95,34,93,33,1,1,95601.0,95603,0,66.22186666666667,5,1,2,0.4636476090008061,0,-2.00423357987982,0,0,0,1.6526218159878523,0,16,5,12,23,25,5,11,36,0,47,12
236,96,33,96,26,0,1,95595.0,95603,0,66.22186666666667,5,1,2,1.570796326794897,1,-0.5583922312531167,0,0,0,1.2101745253783456,0,16,5,12,25,34,5,11,36,0,49,21
237,95,38,98,27,0,1,95595.0,95603,0,66.22186666666667,5,1,2,1.837048375945822,1,0.236798889881903,0,0,0,1.101562053603139,0,16,5,12,26,23,5,11,36,0,50,10
238,97,35,42,39,1,0,,95603,0,66.22186666666667,5,1,2,0.07259945373049437,0,3.215372320227837,0,0,0,0.8905800978584603,2,16,5,12,29,47,5,11,36,0,53,34
239,95,36,97,28,0,1,95595.0,95603,0,66.22186666666667,6,1,2,1.815774989921761,1,-0.207222833412141,0,0,0,1.5632595514837728,0,16,5,12,32,14,5,11,36,0,56,1
240,100,32,99,23,0,1,95595.0,95603,0,66.22186666666667,6,1,2,1.460139105621001,1,-0.08289637816794465,0,0,0,1.8571148693065762,0,16,5,12,33,2,5,11,36,0,56,49
241,90,22,66,2,1,1,95585.0,95603,0,66.22186666666667,6,1,2,0.6947382761967029,0,1.7055704338395001,0,0,1,0.1819070704563211,1,16,5,12,37,10,5,11,36,1,0,57
242,94,36,92,35,1,1,95595.0,95603,0,66.22186666666667,6,1,2,0.4636476090008061,0,-2.00423357987982,0,0,2,-1.0230032560702351,1,16,5,12,38,25,5,11,36,1,2,12
243,98,45,80,42,1,1,95583.0,95603,0,66.22186666666667,6,1,3,0.1651486774146269,0,0.8266381921184931,0,0,0,5.19933758270342,0,16,5,12,41,27,5,11,36,1,5,14
244,45,32,46,36,0,0,,95586,0,66.22186666666667,1,2,8,1.325817663668033,1,-1.2502418557878947,1,1,2,-1.548948413773838,0,40,5,11,36,43,5,11,36,0,0,30
245,33,20,42,28,1,0,,95586,0,66.22186666666667,1,1,6,0.7266423406817256,0,0.3005420014373436,1,1,1,-0.06905612480720692,0,40,5,11,38,39,5,11,36,0,2,26
246,10,47,9,39,0,1,95592.0,95586,0,66.22186666666667,1,1,1,1.695151321341658,1,-0.2639845916795205,1,1,1,-0.03136936165920781,0,40,5,11,39,8,5,11,36,0,2,55
247,20,46,15,47,0,1,95600.0,95586,0,66.22186666666667,1,1,4,2.944197093739913,2,-0.920412273297687,1,1,0,0.895779818883589,0,40,5,11,39,21,5,11,36,0,3,8
248,39,3,74,8,1,0,,95586,0,66.22186666666667,1,2,9,0.1418970546041639,0,2.0499875290759495,1,1,2,-1.5255293162731396,1,40,5,11,40,31,5,11,36,0,4,18
249,62,26,73,22,1,1,95593.0,95586,0,66.22186666666667,1,2,11,0.348771003583907,0,0.2652838681602032,1,1,2,-0.9856104168672697,0,40,5,11,40,47,5,11,36,0,4,34
250,32,14,38,49,0,1,95589.0,95586,0,66.22186666666667,1,1,6,1.401018052826558,1,2.060187397903171,1,1,0,0.8373383608517686,0,40,5,11,42,55,5,11,36,0,6,42
251,74,36,86,36,1,1,95581.0,95586,0,66.22186666666667,1,0,14,0.0,0,0.2796060306706413,1,1,2,-2.6950720895041873,1,40,5,11,43,16,5,11,36,0,7,3
252,72,23,77,23,1,1,95593.0,95586,0,66.22186666666667,1,0,14,0.0,0,-1.0041313313244866,1,1,0,0.8771956463823539,0,40,5,11,44,11,5,11,36,0,7,58
253,80,25,74,29,0,1,95986.0,95586,0,66.22186666666667,1,0,14,2.553590050042226,2,-0.45703255293911804,1,1,0,0.9535857203044287,0,40,5,11,44,41,5,11,36,0,8,28
254,50,12,51,5,0,1,95592.0,95586,0,66.22186666666667,1,2,12,1.428899272190733,1,-0.5106307929450439,1,1,1,0.0037637150038949798,0,40,5,11,45,25,5,11,36,0,9,12
255,24,1,19,5,0,1,95592.0,95586,0,66.22186666666667,2,1,6,2.466851711366241,2,-0.6425432443553143,1,1,1,-0.7217137762174166,0,40,5,11,48,23,5,11,36,0,12,10
256,51,12,68,7,1,1,95593.0,95586,0,66.22186666666667,2,2,12,0.2860514417173182,0,0.785036049876892,1,1,0,0.41153445690730917,0,40,5,11,52,36,5,11,36,0,16,23
257,64,3,81,13,1,0,,95586,0,66.22186666666667,2,2,12,0.5317240672588056,0,0.9305007784049959,1,1,1,-0.01881964145130377,1,40,5,11,55,14,5,11,36,0,19,1
258,41,31,45,41,0,0,,95586,0,66.22186666666667,2,2,8,1.190289949682532,1,0.1485840216958501,1,1,0,0.26008942517254585,0,40,5,11,56,14,5,11,36,0,20,1
259,64,0,67,8,0,1,95580.0,95586,0,66.22186666666667,3,2,12,1.212025656524324,1,-0.15746946013461435,1,1,1,-0.48365796677876627,0,40,5,12,3,10,5,11,36,0,26,57
260,55,12,52,11,0,1,95600.0,95586,0,66.22186666666667,3,2,12,2.819842099193151,2,-1.5712864975769105,1,1,2,-2.7658818544751713,0,40,5,12,3,50,5,11,36,0,27,37
261,98,12,101,13,1,0,,95586,0,66.22186666666667,3,0,18,0.3217505543966422,0,-1.5712864975769105,1,1,1,-0.2574948417331492,0,40,5,12,5,49,5,11,36,0,29,36
262,87,19,94,22,1,0,,95586,0,66.22186666666667,4,0,18,0.4048917862850834,0,-0.3870776830245226,1,1,1,-0.6180588649234746,0,40,5,12,9,53,5,11,36,0,33,40
263,42,10,40,12,0,0,,95586,0,66.22186666666667,4,2,9,2.356194490192345,1,-1.8050230761335024,1,1,1,-0.09927374872396885,0,40,5,12,12,10,5,11,36,0,35,57
264,32,16,35,10,0,1,95600.0,95586,0,66.22186666666667,4,1,6,1.10714871779409,1,-0.5939395388892443,1,1,0,1.1357872411580865,0,40,5,12,12,38,5,11,36,0,36,25
265,71,17,83,19,1,0,,95586,0,66.22186666666667,4,0,15,0.1651486774146268,0,0.3255765657843933,1,1,2,-1.5096563639520433,0,40,5,12,12,47,5,11,36,0,36,34
266,30,11,40,3,1,1,95600.0,95586,0,66.22186666666667,4,1,6,0.6747409422235526,0,0.3789773215364033,1,1,2,-1.044408794872596,0,40,5,12,15,39,5,11,36,0,39,26
267,97,12,101,13,1,0,,95586,0,66.22186666666667,4,0,18,0.2449786631268641,0,-1.2502418557878947,1,1,2,-1.3340661379646257,0,40,5,12,16,21,5,11,36,0,40,8
